17	55	5	4489.8228
17	55	5	4432.5357
17	55	5	4540.8116
16	55	5	4289.8589
16	55	5	4248.9847
16	55	5	4170.6337
16	55	5	4001.991
16	55	5	3862.1241
16	55	5	3782.2637
16	55	5	3869.1014
16	55	5	4030.3461
16	55	5	3901.4113
16	55	5	3861.5614
16	55	5	4007.653
16	55	5	3863.2138
15	56	5	3790.754
15	56	5	3947.4589
15	56	5	3705.7217
15	56	5	3867.9027
15	56	5	3710.0402
15	56	5	3838.0815
15	56	5	3796.5286
15	56	5	3909.3818
15	56	5	3983.0036
15	56	5	3669.146
15	56	5	3795.6543
15	56	5	3951.7045
15	56	6	3867.0146
15	56	6	4030.7516
15	56	6	4068.5417
15	56	6	4065.5834
15	55	6	4108.8343
15	55	6	3958.4372
15	55	6	4086.7718
15	55	6	4105.04
17	51	5	4321.4193
17	51	5	4417.0773
17	51	5	4490.4439
17	51	5	4384.8686
18	47	5	4210.0004
18	47	5	4314.1173
18	47	5	4361.8417
18	47	5	4279.7456
20	43	5	4251.5464
20	43	5	4649.9241
20	43	5	4502.6019
20	43	5	4574.4369
21	41	5	4840.1656
21	41	5	4646.8952
21	41	5	4587.1031
21	41	5	4592.2861
23	38	4	4570.4221
23	38	4	4660.2921
23	38	4	4651.8228
23	38	4	4520.653
24	36	4	4476.1884
24	36	4	4611.5327
24	36	4	4767.5144
24	36	4	4819.7073
25	39	4	4927.2428
25	39	4	4868.5466
25	39	4	5089.8021
25	39	4	5197.5522
25	43	4	5121.7542
25	43	4	5049.5675
25	43	4	5229.5082
25	43	4	5649.8045
25	46	4	5083.511
25	46	4	5387.7375
25	46	4	5160.0449
25	46	4	5298.4464
24	49	4	4987.8529
24	49	4	4911.0507
24	49	4	4720.8446
24	49	4	5003.2464
22	53	5	5119.3894
22	53	5	5010.1394
22	53	5	5389.1945
22	53	5	4966.1992
21	56	5	5037.6047
21	56	5	4940.2188
21	56	5	5098.1427
21	56	5	4961.1362
20	59	5	4957.4106
20	59	5	5050.9741
20	59	5	5401.8627
20	59	5	4951.0768
19	62	5	4861.9571
19	62	5	4782.9953
19	62	5	5087.3895
19	62	5	4816.2123
18	65	5	4737.9274
18	65	5	4287.2787
18	65	5	4218.5433
18	65	5	4373.423
18	66	5	3946.1027
18	66	5	3786.4018
18	66	5	3840.9318
18	66	5	3956.4153
18	68	5	3806.6468
18	68	5	4022.4064
18	68	5	3742.9992
18	68	5	4153.1383
18	69	5	4095.5119
18	69	5	4077.326
18	69	5	4104.3861
18	69	5	4000.5309
18	71	5	4203.2196
18	71	5	4105.6315
18	71	5	3913.1833
18	71	5	4035.0811
17	72	5	4128.0619
17	72	5	4194.0553
17	72	5	4052.8176
17	72	5	4004.1396
17	74	5	4000.8991
17	74	5	3970.887
17	74	5	4024.7379
17	74	5	4191.9746
17	75	5	4090.1906
17	75	5	4321.59
17	75	5	4400.7959
17	75	5	4341.9799
16	76	5	4466.4477
16	76	5	4796.7067
16	76	5	5380.5568
16	76	5	5920.6102
16	76	5	6289.6849
16	76	5	6767.643
16	76	5	7698.4053
16	76	5	8121.8679
18	74	5	8047.4244
18	74	5	8504.3115
18	74	5	8441.1217
18	74	5	9295.7067
19	72	5	9238.1837
19	72	5	8761.9997
19	72	5	9009.277
19	72	5	9528.5391
21	70	5	9627.4338
21	70	5	9028.1044
21	70	5	9215.2269
21	70	5	9210.886
22	70	4	8707.9176
22	70	4	8157.1967
22	70	4	8130.5016
22	70	4	8809.4523
23	70	4	7966.5547
23	70	4	7944.814
23	70	4	8560.6538
23	70	4	9059.5516
23	70	4	9633.0803
23	70	4	9394.8116
23	70	4	10050.0359
23	70	4	10220.5205
23	72	4	10077.1432
23	72	4	9772.1214
23	72	4	9586.8205
23	72	4	10401.2206
23	73	4	10152.3808
23	73	4	9757.8548
23	73	4	10195.1432
23	73	4	9775.3748
23	75	4	9680.7656
23	75	4	9177.894
23	75	4	9303.6782
23	75	4	9009.7667
22	78	4	8398.7258
22	78	4	8466.0133
22	78	4	8753.4379
22	78	4	9264.7456
21	82	4	9045.4186
21	82	4	9353.3853
21	82	4	8565.8093
21	82	4	9280.0257
20	85	4	9214.0062
20	85	4	9084.8558
20	85	4	8430.8893
20	85	4	8509.6896
20	85	4	8563.5399
20	85	4	8511.8299
20	85	4	8584.8167
20	85	4	8060.6407
20	85	4	8055.2518
20	85	4	7933.5896
20	85	4	7613.0397
20	85	4	7369.9174
20	85	4	7452.2464
20	85	4	7457.5881
20	85	4	6972.1322
20	85	4	7016.7618
19	86	4	7371.3142
19	86	4	7239.7132
19	86	4	6807.0774
19	86	4	6538.5724
18	87	5	7023.0553
18	87	5	6976.3001
18	87	5	6699.126
18	87	5	6747.566
18	88	5	6854.1864
18	88	5	6958.6943
18	88	5	6713.0638
18	88	5	6540.017
18	89	5	6987.9927
18	89	5	7150.2916
18	89	5	6399.8269
18	89	5	6032.1544
18	89	5	6736.5757
18	89	5	6918.5608
18	89	5	6474.5435
18	89	5	6301.9748
18	90	6	6856.1861
18	90	6	6634.8482
18	90	6	6517.3354
18	90	6	6441.882
19	89	6	6675.0901
19	89	6	6787.2026
19	89	6	6222.1455
19	89	6	6016.0123
19	88	6	6390.0794
19	88	6	6510.3255
19	88	6	6418.8248
19	88	6	6789.8572
20	87	6	7441.4179
20	87	6	8398.0013
20	87	6	8852.9367
20	87	6	8989.3487
22	81	6	9900.0506
22	81	6	10026.9327
22	81	6	10635.8221
22	81	6	10818.425
23	75	6	10646.1501
23	75	6	10597.583
23	75	6	10852.6689
23	75	6	10883.5162
25	68	6	10485.2828
25	68	6	11315.3686
25	68	6	11189.6771
25	68	6	10977.1902
26	65	6	10300.3139
26	65	6	10075.0249
26	65	6	9711.9778
26	65	6	9879.6238
27	62	6	9816.133
27	62	6	9934.5496
27	62	6	10225.9749
27	62	6	10567.5306
27	59	5	11049.8556
27	59	5	11629.665
27	59	5	11610.7031
27	59	5	11059.1627
27	60	6	11129.6964
27	60	6	11850.421
27	60	6	11840.8579
27	60	6	11536.224
27	60	6	12141.4394
27	60	6	11638.2344
27	60	6	11485.8751
27	60	6	11321.0793
27	60	6	11444.9058
27	60	6	11449.1525
27	60	6	10893.5741
27	60	6	10306.6232
26	63	6	9871.9985
26	63	6	10058.2308
26	63	6	10236.001
26	63	6	8652.8026
24	65	6	9266.2839
24	65	6	9211.6406
24	65	6	9618.8472
24	65	6	9944.0402
22	67	7	9634.7365
22	67	7	9732.3523
22	67	7	9742.4623
22	67	7	9514.7068
21	66	7	9636.0763
21	66	7	8653.2197
21	66	7	8739.147
21	66	7	8512.2839
20	65	7	8662.0726
20	65	7	8618.8128
20	65	7	8445.8082
20	65	7	8357.6873
20	63	7	8618.7757
20	63	7	8371.0255
20	63	7	8474.9985
20	63	7	8489.4847
19	65	7	6908.8504
19	65	7	7787.4018
19	65	7	7689.5431
19	65	7	7746.3401
19	68	7	7686.9336
19	68	7	7585.2185
19	68	7	7390.8793
19	68	7	7497.7787
19	70	7	7598.2927
19	70	7	8043.0045
19	70	7	7593.8838
19	70	7	7385.3328
18	69	7	7851.467
18	69	7	7897.6741
18	69	7	7547.3892
18	69	7	7126.6975
17	67	7	7574.9826
17	67	7	7552.272
17	67	7	7015.0007
17	67	7	7132.9136
17	66	6	7604.3337
17	66	6	7815.2132
17	66	6	7456.6823
17	66	6	7496.2432
17	66	6	7635.6049
17	66	6	7327.109
17	66	6	7322.6108
17	66	6	7297.3872
17	66	7	7061.3532
17	66	7	7781.4157
17	66	7	7519.2936
17	66	7	7736.4722
17	65	7	8341.9183
17	65	7	9398.3142
17	65	7	9890.987
17	65	7	9754.2145
18	60	7	10390.7198
18	60	7	10581.7183
18	60	7	10754.6678
18	60	7	10784.3674
19	55	7	8973.0783
19	55	7	10624.7772
19	55	7	10324.6508
19	55	7	10649.6086
20	49	7	10942.0793
20	49	7	10696.731
20	49	7	10239.1737
20	49	7	9638.9672
21	47	7	9266.0331
21	47	7	9053.1523
21	47	7	8675.2697
21	47	7	8711.8568
22	46	7	8931.4443
22	46	7	9449.1034
22	46	7	9969.9937
22	46	7	10062.5914
23	44	7	10161.2877
23	44	7	10432.4155
23	44	7	11297.3102
23	44	7	11405.991
23	45	7	11202.5308
23	45	7	11006.5481
23	45	7	11005.862
23	45	7	11714.0841
23	46	7	11629.3577
23	46	7	10872.8737
23	46	7	11119.2022
23	46	7	11199.0543
23	47	8	11229.8506
23	47	8	10143.8078
23	47	8	10164.722
23	47	8	9689.1499
22	48	7	9926.8326
22	48	7	10110.3914
22	48	7	10034.4951
